Group	Postcode	Suburb Name	State		Group	"Turn Around Time
(Business Days)"	Cut Off Time	Next Order Cut Off	Next Corresponding Delivery Day	Delivery Day	Delivery Frequency	Delivery Company 
SA Outer Metro 1	5253	Sunnyside	SA	SunnysideSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5253	Swanport	SA	SwanportSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5253	Toora	SA	TooraSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5253	White Sands	SA	White SandsSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5253	Willow Banks	SA	Willow BanksSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5253	Woods Point	SA	Woods PointSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5254	Callington	SA	CallingtonSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5254	Caloote	SA	CalooteSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5254	Monarto	SA	MonartoSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5254	Monarto South	SA	Monarto SouthSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5254	Murray Bridge	SA	Murray BridgeSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Angas Plains	SA	Angas PlainsSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Belvidere	SA	BelvidereSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Bletchley	SA	BletchleySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Finniss	SA	FinnissSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Gemmells	SA	GemmellsSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Hartley	SA	HartleySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Highland Valley	SA	Highland ValleySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Lake Plains	SA	Lake PlainsSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Langhorne Creek	SA	Langhorne CreekSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Mount Observation	SA	Mount ObservationSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Mulgundawa	SA	MulgundawaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Nalpa	SA	NalpaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Red Creek	SA	Red CreekSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Salem	SA	SalemSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Sandergrove	SA	SandergroveSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Strathalbyn	SA	StrathalbynSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Tooperang	SA	TooperangSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Willyaroo	SA	WillyarooSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5255	Woodchester	SA	WoodchesterSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5256	Clayton Bay	SA	Clayton BaySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5256	Milang	SA	MilangSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5256	Nurragi	SA	NurragiSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5256	Point Sturt	SA	Point SturtSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5256	Tolderol	SA	TolderolSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Ashville	SA	AshvilleSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Jervois	SA	JervoisSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Kepa	SA	KepaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Malinong	SA	MalinongSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Narrung	SA	NarrungSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Naturi	SA	NaturiSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Point Mcleay	SA	Point McleaySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Poltalloch	SA	PoltallochSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Raukkan	SA	RaukkanSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5259	Tailem Bend	SA	Tailem BendSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Barossa Goldfields	SA	Barossa GoldfieldsSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Cockatoo Valley	SA	Cockatoo ValleySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Lyndoch	SA	LyndochSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Mount Crawford	SA	Mount CrawfordSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Pewsey Vale	SA	Pewsey ValeSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5351	Williamstown	SA	WilliamstownSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Bethany	SA	BethanySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Gomersal	SA	GomersalSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Krondorf	SA	KrondorfSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Rowland Flat	SA	Rowland FlatSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Stone Well	SA	Stone WellSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Tanunda	SA	TanundaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5352	Vine Vale	SA	Vine ValeSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5353	Angaston	SA	AngastonSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5353	Black Hill	SA	Black HillSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5355	Daveyston	SA	DaveystonSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5355	Marananga	SA	MaranangaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5355	Nuriootpa	SA	NuriootpaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5355	Seppeltsfield	SA	SeppeltsfieldSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5360	Greenock	SA	GreenockSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5371	Roseworthy	SA	RoseworthySA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5371	Shea-Oak Log	SA	Shea-Oak LogSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5372	Freeling	SA	FreelingSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5373	Kapunda	SA	KapundaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5374	Eudunda	SA	EudundaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5411	Tarlee	SA	TarleeSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5412	Riverton	SA	RivertonSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5413	Saddleworth	SA	SaddleworthSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5415	Mintaro	SA	MintaroSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5417	Burra	SA	BurraSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5451	Auburn	SA	AuburnSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5452	Leasingham	SA	LeasinghamSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5453	Clare	SA	ClareSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5453	Sevenhill	SA	SevenhillSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5461	Balaklava	SA	BalaklavaSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5501	Dublin	SA	DublinSA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 1	5523	Crystal Brook (Wed Only)	SA	Crystal Brook (Wed Only)SA	SA Outer Metro 1	5	midnight	Midnight, 22/06/2017	30/06/2017	Friday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5554	Kadina	SA	KadinaSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5558	Moonta	SA	MoontaSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5571	Ardrossan	SA	ArdrossanSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5573	Maitland	SA	MaitlandSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5575	Minlaton	SA	MinlatonSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5576	Yorketown	SA	YorketownSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5581	Port Vincent	SA	Port VincentSA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
SA Outer Metro 2	5582	Stansbury	SA	StansburySA	SA Outer Metro 2	6	midnight	Midnight 22/06/2017	01/07/2017	Saturday	Fortnightly	Iannace Refrigerated Transport
VIC Metro 1	3000	Batmans Hill	VIC	Batmans HillVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3002	East Melbourne	VIC	East MelbourneVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3003	Coode Island 	VIC	Coode Island VIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3003	West Melbourne	VIC	West MelbourneVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3004	Melbourne	VIC	MelbourneVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3006	South Wharf	VIC	South WharfVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3006	Southbank	VIC	SouthbankVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	Digital Habour	VIC	Digital HabourVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	Docklands	VIC	DocklandsVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	New Quay	VIC	New QuayVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	Victoria Harbour	VIC	Victoria HarbourVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	Waterfront City	VIC	Waterfront CityVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3008	Yarras Edge	VIC	Yarras EdgeVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3011	Footscray	VIC	FootscrayVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3011	Seddon	VIC	SeddonVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3012	Brooklyn	VIC	BrooklynVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3012	Kingsville	VIC	KingsvilleVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3012	Maidstone	VIC	MaidstoneVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3012	Tottenham	VIC	TottenhamVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3012	West Footscray	VIC	West FootscrayVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3013	Yarraville	VIC	YarravilleVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3015	Newmarket	VIC	NewmarketVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3015	Newport	VIC	NewportVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3015	South Kingsville	VIC	South KingsvilleVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3015	Spotswood	VIC	SpotswoodVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3016	Williamstown	VIC	WilliamstownVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3016	Williamstown North	VIC	Williamstown NorthVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3018	Altona	VIC	AltonaVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3018	Seaholme	VIC	SeaholmeVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3019	Braybrook	VIC	BraybrookVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3020	Albion	VIC	AlbionVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3020	Sunshine	VIC	SunshineVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3020	Sunshine North	VIC	Sunshine NorthVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3020	Sunshine West	VIC	Sunshine WestVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3021	Albanvale	VIC	AlbanvaleVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3021	Kealba	VIC	KealbaVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3021	Kings Park	VIC	Kings ParkVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3021	St Albans	VIC	St AlbansVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3022	Ardeer	VIC	ArdeerVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Burnside	VIC	BurnsideVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Burnside Heights	VIC	Burnside HeightsVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Cairnlea	VIC	CairnleaVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Caroline Springs	VIC	Caroline SpringsVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Deer Park	VIC	Deer ParkVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3023	Ravenhall	VIC	RavenhallVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3024	Wyndham Vale	VIC	Wyndham ValeVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3025	Altona North	VIC	Altona NorthVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3026	Laverton North	VIC	Laverton NorthVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3027	Williams Landing	VIC	Williams LandingVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3028	Altona Meadows	VIC	Altona MeadowsVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3028	Laverton	VIC	LavertonVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3028	Seabrook	VIC	SeabrookVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3029	Hoppers Crossing	VIC	Hoppers CrossingVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3029	Tarneit	VIC	TarneitVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3029	Truganina	VIC	TruganinaVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3030	Derrimut	VIC	DerrimutVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3030	Point Cook	VIC	Point CookVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3030	Werribee	VIC	WerribeeVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3030	Werribee South	VIC	Werribee SouthVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3031	Flemington	VIC	FlemingtonVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3031	Kensington	VIC	KensingtonVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3032	Ascot Vale	VIC	Ascot ValeVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3032	Maribyrnong	VIC	MaribyrnongVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3032	Travancore	VIC	TravancoreVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
VIC Metro 1	3033	Keilor East	VIC	Keilor EastVIC	VIC Metro 1	0.5	12pm (midday, business day prior)			Mon - Sat	Daily (business days)	Fresh By Noon 
